-122.257,47.5112
-122.319,47.721
-122.233,47.7379
-122.393,47.5208
-122.045,47.6168
-122.005,47.6561
-122.327,47.3097
-122.315,47.4095
-122.337,47.5123
-122.031,47.3684
-122.145,47.6007
-122.292,47.69
-122.229,47.7558
-122.045,47.6127
-122.394,47.67
-122.375,47.5714
-121.962,47.7277
-122.343,47.6648
-122.21,47.3089
-122.306,47.3343
-122.341,47.7025
-122.233,47.5316
-122.169,47.3266
-122.166,47.3533
-122.172,47.3739
-122.218,47.3048
-122.36,47.6386
-122.314,47.6221
-122.304,47.695
-122.11,47.7073
-122.07,47.5391
-122.357,47.7274
-122.368,47.6823
-122.375,47.6889
-122.157,47.4276
-122.31,47.6827
-122.132,47.6621
-122.362,47.6702
-122.282,47.3341
-122.18,47.5301
-122.027,47.6145
-122.347,47.445
-122.016,47.6848
-122.364,47.6413
-122.175,47.4485
-121.977,47.7443
-122.371,47.3066
-122.151,47.6194
-122.301,47.6796
-122.451,47.4041
-122.322,47.4258
-122.189,47.4934
-122.384,47.6808
-122.369,47.6989
-122.281,47.6571
-122.29,47.6597
-122.114,47.3663
-122.122,47.3663
-122.116,47.588
-122.149,47.5059
-122.339,47.4336
-122.335,47.4366
-122.344,47.4428
-122.32,47.6765
-122.297,47.6113
-122.304,47.5747
-122.192,47.5815
-122.257,47.3378
-122.11,47.3621
-122.215,47.6303
-122.16,47.6525
-122.179,47.7362
-122.287,47.7168
-122.036,47.3608
-122.073,47.3511
-121.987,47.5822
-122.125,47.6034
-122.394,47.5636
-122.34,47.7073
-122.025,47.342
-122.008,47.3512
-122.031,47.349
-122.291,47.5474
-122.149,47.4811
-122.31,47.7264
-122.365,47.6337
-122.189,47.2909
-122.199,47.5228
-122.194,47.518
-122.387,47.5394
-122.372,47.2897
-122.391,47.6506
-122.351,47.322
-122.386,47.687
-122.386,47.687
-122.249,47.5873
-122.277,47.3576
-122.378,47.3036
-121.958,47.4109
-121.714,47.4838
-122.315,47.6415
-122.372,47.6775
-122.08,47.7731
-122.196,47.5814
-122.184,47.4375
-122.133,47.4431
-122.38,47.6878
-122.322,47.3813
-122.082,47.7304
-122.109,47.6417
-122.053,47.5386
-122.349,47.6823
-122.031,47.3624
-122.295,47.5474
-122.253,47.3183
-122.368,47.6981
-122.347,47.6824
-122.248,47.5009
-122.303,47.4965
-122.294,47.587
-122.386,47.7728
-122.226,47.7288
-122.364,47.6999
-122.266,47.5299
-122.098,47.6897
-122.212,47.6141
-122.244,47.5091
-122.39,47.3129
-122.352,47.6763
-121.85,47.5319
-122.152,47.2761
-122.054,47.5343
-122.072,47.697
-121.998,47.5517
-122.38,47.6734
-122.296,47.3257
-122.299,47.3309
-122.266,47.7689
-122.287,47.7135
-122.381,47.6722
-122.358,47.6338
-122.128,47.5707
-122.171,47.4563
-122.351,47.7144
-122.174,47.5495
-122.026,47.7421
-122.353,47.6354
-121.943,47.5262
-122.286,47.3887
-122.336,47.6873
-122.353,47.6838
-122.359,47.655
-122.304,47.3255
-122.162,47.562
-122.3,47.679
-122.176,47.4479
-122.172,47.525
-122.369,47.3135
-121.996,47.2086
-122.118,47.4715
-122.335,47.4877
-122.193,47.7171
-122.023,47.6012
-122.224,47.7319
-122.023,47.4582
-122.168,47.7209
-122.327,47.408
-122.125,47.565
-122.231,47.7028
-122.331,47.7458
-122.337,47.4776
